シンボル,詳細,価格,価格 - 通貨,価格変動 % 1日,出来高 1日,相対ボリューム 1日,時価総額,時価総額 - 通貨,PER (株価収益率),"希薄化EPS, 直近12ヶ月","希薄化EPS, 直近12ヶ月 - 通貨","希薄化EPS成長率 %, 直近12ヶ月前年比","配当利回り %, 直近12ヶ月",セクター,アナリストの評価
6866,日置電機,6960,JPY,4.191616766467066,73200,2.22154779969651,590265165.930825,USD,17.26276104965524,2.5726915800000003,USD,-11.418427858352969,2.9940119760479,電子テクノロジー,評価なし
9560,プログリット,834,JPY,1.2135922330097086,87400,1.4146973130462932,67601553.70115,USD,12.115066988766689,0.4407818797,USD,23.144555532300455,2.30582524271845,商業サービス,評価なし
5257,ノバシステム,2534,JPY,0.9159697331740343,11000,1.1363636363636365,22802862.356399998,USD,12.607285060466708,1.358725524,USD,-9.500524775197652,4.1816009557945,テクノロジーサービス,評価なし
9628,燦ホールディングス,1511,JPY,0.7333333333333333,42200,0.7336578581363005,222421896.45900002,USD,6.626399558298502,1.541464548,USD,110.52392022467967,3.56666666666667,消費者サービス,評価なし
9927,ワットマン,732,JPY,-1.214574898785425,200,0.2857142857142857,43429549.454375,USD,20.415562683028867,0.2423798,USD,-33.28123110131093,2.69905533063428,流通サービス,評価なし
5607,中央可鍛,725,JPY,0.13812154696132595,14000,1.046337817638266,71990472.4798,USD,5.584763225297052,0.8283654675000001,USD,77.02563389270256,2.48618784530387,生産財製造,評価なし
3665,エニグモ,409,JPY,1.488833746898263,296800,0.3419433627502938,108661571.84854999,USD,85.76940821205385,0.0309529826,USD,-70.4876841193217,7.44416873449131,テクノロジーサービス,評価なし
8157,都築電気,3790,JPY,1.3368983957219251,31000,0.5477031802120141,398611835.71825,USD,10.827501052753071,2.2335707826,USD,108.9071594955928,2.7807486631016,テクノロジーサービス,評価なし
9997,ベルーナ,971,JPY,1.5690376569037656,148400,0.46747519294377066,598491975.8146,USD,8.34837215340714,0.7421747481000001,USD,83.52128299112138,3.08577405857741,小売業,評価なし
4754,トスネット,1638,JPY,0.3061849357011635,1100,3.4375,50014511.504475,USD,10.066965602690425,1.099922304,USD,-13.819283119722634,2.26576852418861,商業サービス,評価なし
6089,ウィルグループ,1263,JPY,3.779786359901397,137400,2.975313988739714,179934260.92932498,USD,14.35212594416648,0.5615337429,USD,-13.603652957277445,3.61544782251438,商業サービス,評価なし
6835,アライドテレシスホールディングス,369,JPY,5.128205128205128,880500,1.1351037772334664,238662723.81437498,USD,8.8567793965869,0.28164188,USD,368.0604862265762,1.70940170940171,電子テクノロジー,評価なし
7199,プレミアグループ,1801,JPY,1.2935883014623173,366800,1.584107104297128,462328108.3267,USD,15.081352213634347,0.762012639,USD,-17.31761187002791,2.64341957255343,商業サービス,評価なし
7064,ハウテレビジョン,1234,JPY,0.6525285481239804,1100,0.7801418439716312,21580428.2771,USD,21.93259193826171,0.36520508030000004,USD,-51.43854652166407,0,テクノロジーサービス,評価なし
9932,杉本商事,1469,JPY,2.583798882681564,42200,0.6968295904887715,199143701.67194998,USD,15.838206627680313,0.5918403024000001,USD,-8.171921223233843,3.77094972067039,流通サービス,評価なし
3148,クリエイトＳＤホールディングス,3370,JPY,1.2012012012012012,126300,1.893269374906311,1363103428.2446,USD,13.15625097598301,1.640141256,USD,18.684330871631484,2.67267267267267,小売業,評価なし
4054,日本情報クリエイト,625,JPY,3.820598006644518,67100,1.150943396226415,55841523.250625,USD,16.5884576184814,0.254695168,USD,-4.439817081058054,0.830564784053156,テクノロジーサービス,評価なし
3490,アズ企画設計,3035,JPY,0.6633499170812603,1900,0.8085106382978723,29437198.178675,USD,13.561772870019679,1.4329324924,USD,-71.26398466527715,0.995024875621891,金融,評価なし
3539,ＪＭホールディングス,1777,JPY,-1.0027855153203342,77000,0.6455399061032864,592273441.480175,USD,14.339213998042379,0.8044030169,USD,26.557278943799478,1.33704735376045,小売業,評価なし
3028,アルペン,2216,JPY,1.2334399269072636,276800,1.597598984185617,532766954.34725,USD,18.413145789571647,0.7679456928,USD,3.4679074342024343,2.28414801279123,耐久消費財,評価なし
5131,リンカーズ,155,JPY,0,125900,0.6113431096435855,13847014.053775001,USD,,-0.2895615627,USD,-113.59274900169494,0,商業サービス,評価なし
3841,ジーダット,1210,JPY,0.33167495854063017,5300,0.5052430886558628,30295283.723075,USD,24.550432878913615,0.3144958803,USD,-29.51406964172325,3.3167495854063,テクノロジーサービス,評価なし
5527,ＰＲＯＰＥＲＴＹ　ＴＥＣＨＮＯＬＯＧＩＥＳ,736,JPY,1.2379642365887207,69100,1.3650730936388784,58014731.5216,USD,8.419675041726583,0.5597137629,USD,164.9263388865822,3.43878954607978,金融,評価なし
7129,ミアヘルサホールディングス,1170,JPY,-0.2557544757033248,2500,3.0864197530864197,21238387.353925,USD,63.12313867668005,0.1182731112,USD,-48.98367550279506,2.55754475703325,小売業,評価なし
265A,ＨＭＣＯＭＭ,1100,JPY,2.2304832713754648,54600,0.4687902464153859,28546993.53275,USD,,-0.0874068,USD,,0,テクノロジーサービス,評価なし
8551,北日本銀行,5190,JPY,1.1695906432748537,42100,1.0992167101827677,275109441.11665,USD,12.295239254932191,2.6935132626000002,USD,-17.615905103675274,2.80701754385965,金融,評価なし
9357,名港海運,2121,JPY,-0.8415147265077139,4300,1.6412213740458015,412785734.267725,USD,10.48106662766122,1.2912904269,USD,23.680260409217972,2.71154745208041,交通・輸送,評価なし
7224,新明和工業,2587,JPY,2.374356944994064,310300,1.1666729330375607,1077199295.41035,USD,16.503229197765716,1.0002676932,USD,20.79254765403522,2.13692125049466,電子テクノロジー,評価なし
6203,豊和工業,1584,JPY,6.3801208865010075,733400,3.6688344172086045,119645922.6228,USD,61.98492639289991,0.17274909600000002,USD,,1.34318334452653,生産財製造,評価なし
6574,コンヴァノ,127,JPY,2.4193548387096775,962300,0.5086232868385863,408784817.872375,USD,41.923876803221866,0.020478068000000002,USD,,0,消費者サービス,評価なし
4644,イマジニア,1095,JPY,0.36663611365719523,19300,1.2411575562700965,67798265.08175,USD,24.706455717908682,0.2828084724,USD,-37.061246863386366,4.35380384967919,テクノロジーサービス,評価なし
7914,共同印刷,1696,JPY,1.1933174224343674,166000,0.9378001242867635,278837213.243575,USD,12.67537949533156,0.8537950287,USD,49.036627963964584,3.53520286396181,商業サービス,評価なし
9471,文溪堂,1174,JPY,-0.0851063829787234,1100,1.02803738317757,47869820.46735,USD,12.030488167287318,0.6226924374000001,USD,18.249786730776698,4.10212765957447,消費者サービス,評価なし
9419,ワイヤレスゲート,283,JPY,0.3546099290780142,37400,0.07441749408042661,19876514.4669,USD,24.03968671955964,0.079580072,USD,-67.83200349765002,0,通信,評価なし
4972,綜研化学,2977,JPY,0.37086985839514497,60200,0.7769747031491998,317862414.207975,USD,13.46728539878455,1.494326392,USD,-9.770444534878644,2.10721510451787,素材産業,評価なし
280A,ＴＭＨ,1417,JPY,1.7959770114942528,26200,0.5482318476668759,33331715.729375,USD,21.48620227962996,0.4222733679,USD,,0,生産財製造,評価なし
3175,エー・ピーホールディングス,996,JPY,0.10050251256281408,10800,0.8163265306122449,81550390.8401,USD,27.58643611496564,0.24406777200000002,USD,,0,消費者サービス,評価なし
7444,ハリマ共和物産,2149,JPY,0.892018779342723,3500,2.573529411764706,74119916.95745,USD,8.391869453907589,1.6340541372000001,USD,-7.493905022752527,2.34741784037559,流通サービス,評価なし
9407,ＲＫＢ毎日ホールディングス,5540,JPY,-0.7168458781362007,700,1.75,78635995.11425,USD,12.769534564294952,2.932792876,USD,48.364247317803326,1.35379061371841,消費者サービス,評価なし
6338,タカトリ,1583,JPY,2.194964493221433,48200,0.9312210200927357,54765843.1621,USD,14.774274655912462,0.7243049320000001,USD,-69.81096935612933,2.5823111684958,電子テクノロジー,評価なし
8014,蝶理,4470,JPY,1.245753114382786,33700,1.0038725052129878,703504354.543375,USD,10.868883335302861,2.6242870698000003,USD,-5.121095436090528,3.46545866364666,素材産業,評価なし
3926,オープンドア,305,JPY,2.0066889632107023,46900,0.9442319307429031,60043085.307799995,USD,,-0.23583601710000002,USD,-301.7599165153871,0,消費者サービス,評価なし
3435,サンコーテクノ,1405,JPY,0.8614501076812634,9300,4.170403587443946,71028723.46745,USD,11.284705489266276,0.7944651288000001,USD,-25.71525397840635,2.72792534099067,生産財製造,評価なし
150A,ＪＳＨ,405,JPY,-0.24630541871921183,4300,1.0913705583756346,14895327.04975,USD,,-0.030200300000000003,USD,,0,商業サービス,評価なし
7857,セキ,1316,JPY,-0.07593014426727411,200,0.3125,35521127.111575,USD,53.761903400154424,0.1561960323,USD,-71.88105595805759,1.97418375094913,消費者サービス,評価なし
3103,ユニチカ,1072,JPY,16.268980477223426,14871500,0.4716990108958776,344200078.921825,USD,441.3883970848602,0.015497534700000001,USD,,0,素材産業,評価なし
2404,鉄人化ホールディングス,502,JPY,0.19960079840319359,2100,0.3215926493108729,43277098.855725,USD,10.822184184089233,0.2970108386,USD,1089.3592471987897,0,消費者サービス,評価なし
8522,名古屋銀行,5940,JPY,1.0204081632653061,139600,0.6391063498603672,1874499778.42505,USD,14.888274030463815,2.5458384177,USD,37.86930168910513,1.75736870748299,金融,評価なし
7516,コーナン商事,4005,JPY,0.628140703517588,139700,1.297121634168988,809763082.317175,USD,8.503565658673882,3.0156778967,USD,6.105292706026959,2.8894472361809,小売業,評価なし
8127,ヤマトインターナショナル,600,JPY,0.33444816053511706,6600,0.6896551724137931,79558394.405525,USD,81.39235183200618,0.0472009951,USD,-31.013410445735897,2.67558528428094,非耐久消費財,評価なし
8594,中道リース,760,JPY,1.3333333333333335,300,0.3614457831325301,36019782.56345,USD,3.8214997576364627,1.344393648,USD,32.33775757228926,1.6,金融,評価なし
6292,カワタ,818,JPY,0.8631319358816275,14600,1.492842535787321,36633338.483175,USD,17.277322141796546,0.3021103593,USD,-56.37620253771046,4.87053020961776,生産財製造,評価なし
1888,若築建設,5290,JPY,4.545454545454546,96300,3.6755725190839694,417798366.2468,USD,15.299028034528952,2.337429536,USD,43.948297883323875,2.4901185770751,産業サービス,評価なし
4169,ＥＮＥＣＨＡＮＧＥ,264,JPY,1.5384615384615385,697100,2.3221185876082613,72019447.21124999,USD,4.950030937693361,0.340317873,USD,,0,テクノロジーサービス,評価なし
2376,サイネックス,743,JPY,-0.2684563758389262,900,0.13846153846153847,27052209.538025,USD,30.36110509519003,0.15615647010000003,USD,-50.05163813302636,2.01342281879195,商業サービス,評価なし
8145,中部水産,3015,JPY,0.16611295681063123,100,0.17543859649122806,34382835.696125,USD,12.212282275057051,1.6689263760000002,USD,37.99123366932757,2.81923714759536,流通サービス,評価なし
4994,大成ラミックグループ,2692,JPY,0.6731488406881078,7100,0.6460418562329391,117421742.86045,USD,11.788775964209767,1.4571192168,USD,-4.698532204281101,2.99177262528048,素材産業,評価なし
3089,テクノアルファ,1274,JPY,0.9508716323296356,19100,1.1603888213851763,14429277.910775,USD,5.451134897190056,1.4964630583999998,USD,94.26561312920904,2.77337559429477,流通サービス,評価なし
7198,ＳＢＩアルヒ,938,JPY,1.186623516720604,114500,0.9650231774125579,263744006.917475,USD,,,,,4.31499460625674,金融,評価なし
7036,イーエムネットジャパン,914,JPY,0.43956043956043955,2500,0.9398496240601504,23060051.2989,USD,23.239671186621678,0.265866068,USD,326.1167751931266,3.51648351648352,商業サービス,評価なし
7118,伸和ホールディングス,3950,JPY,-1.25,200,0.5555555555555556,34965000.615125,USD,40.76876472707118,0.654962204,USD,-8.145714827455443,1.025,非耐久消費財,評価なし
2467,ＶＬＣセキュリティ,190,JPY,0.5291005291005291,33400,1.4509122502172025,15732606.250025,USD,,-0.191486464,USD,-153.38942479860978,0,商業サービス,評価なし
6743,大同信号,868,JPY,0.5793742757821553,47300,0.6245048851333509,99415596.39497499,USD,10.631509196622904,0.5209710021,USD,-37.28262422625056,1.73812282734647,電子テクノロジー,評価なし
2216,カンロ,1601,JPY,-0.6207324643078833,71200,0.7684006043600262,472953653.107775,USD,20.492721307950177,0.528127028,USD,0.9632992547160043,1.92427063935444,非耐久消費財,評価なし
6351,鶴見製作所,2417,JPY,1.897133220910624,41000,0.9530450953045095,742823258.335025,USD,14.486716514077647,1.1278553,USD,6.4733064495028305,1.18043844856661,生産財製造,評価なし
8908,毎日コムネット,923,JPY,0.8743169398907104,11500,0.5631733594515181,106642752.78475,USD,9.184033910279053,0.6435047015,USD,76.28110118134062,3.60655737704918,金融,評価なし
7426,山大,1281,JPY,-3.1746031746031744,35200,1.5107296137339057,9516690.062425,USD,,-8.276765536,USD,-282.6905375192654,1.51171579743008,流通サービス,評価なし
3907,シリコンスタジオ,709,JPY,0.5673758865248227,9900,0.8935018050541517,12530481.221125,USD,9.447526253862627,0.48052017829999993,USD,134.41796975054504,1.41843971631206,テクノロジーサービス,評価なし
264A,ＳＣＨＯＯ,664,JPY,1.2195121951219512,96600,1.5231788079470199,53946005.84415001,USD,48.2204196047959,0.093085876,USD,,0,テクノロジーサービス,評価なし
3276,ＪＰＭＣ,1302,JPY,0.15384615384615385,26900,0.8158932362754019,137776741.172875,USD,11.151384758746385,0.789275968,USD,16.044288071242562,4.61538461538462,金融,評価なし
7325,アイリックコーポレーション,875,JPY,-0.5681818181818182,900,0.10227272727272728,49616092.9376,USD,19.235081270966237,0.307511048,USD,-16.55176968260548,5.22727272727273,金融,評価なし
7066,ピアズ,429,JPY,1.9002375296912115,35600,2.1152703505644683,27329250.17655,USD,9.657333495414456,0.30029407199999997,USD,-23.019523167515235,3.80047505938242,商業サービス,評価なし
3779,ジェイ・エスコムホールディングス,180,JPY,2.272727272727273,142600,2.1658566221142164,13182519.84,USD,,-0.09500543280000001,USD,-135.4408323673004,0,小売業,評価なし
4575,キャンバス,889,JPY,4.342723004694836,375800,0.7756289859858414,108751639.959725,USD,,-0.422962384,USD,14.029950823929344,0,ヘルスケアテクノロジー,評価なし
2687,シー・ヴイ・エス・ベイエリア,517,JPY,0.5836575875486382,7200,1.0389610389610389,16428909.639449999,USD,14.489910313901346,0.22845904,USD,-85.60538087645801,4.47470817120623,消費者サービス,評価なし
1717,明豊ファシリティワークス,1085,JPY,-0.09208103130755065,35000,1.3960909453530115,80586389.427775,USD,13.045506574454373,0.5307103224,USD,11.272936470241955,3.9134438305709,産業サービス,評価なし
7062,フレアス,828,JPY,1.2224938875305624,1000,0.4784688995215311,13985137.691875,USD,28.982970754502336,0.19312306,USD,,0,ヘルスケアサービス,評価なし
1967,ヤマト,2270,JPY,-0.39491004826678366,42500,0.4411459414573386,330356535.863025,USD,11.35424080894214,1.2757233393,USD,42.8829837109712,1.97455024133392,産業サービス,評価なし
4538,扶桑薬品工業,2364,JPY,0.3821656050955414,20900,1.0387673956262427,133766440.2298,USD,,-3.1598355880000004,USD,-281.410826869825,3.69426751592357,ヘルスケアテクノロジー,評価なし
3623,ビリングシステム,992,JPY,0.4048582995951417,19100,0.8883720930232558,40778422.27515,USD,15.956685320332065,0.42025770800000006,USD,-9.624912050147396,2.61133603238866,商業サービス,評価なし
3591,ワコールホールディングス,4717,JPY,2.476645665870085,140300,1.109617209743752,1551634892.1864,USD,23.011675608062916,1.385684404,USD,147.6422491174744,2.17249619813165,非耐久消費財,評価なし
4228,積水化成品工業,492,JPY,3.1446540880503147,283400,0.9474141677531508,139584588.0247,USD,,-1.224303327,USD,-744.1386395224698,0,生産財製造,評価なし
2489,アドウェイズ,286,JPY,8.333333333333332,1144300,10.187856125356126,66143347.952675,USD,44.19718745170762,0.041291451,USD,,2.40530303030303,商業サービス,評価なし
9168,ライズ・コンサルティング・グループ,536,JPY,4.280155642023346,409100,0.6367909843720815,82257957.375475,USD,9.070770626272404,0.3783590327,USD,11.509516566714096,1.75097276264591,商業サービス,評価なし
4760,アルファ,1609,JPY,0,2400,1.509433962264151,8378001.6194,USD,11.587418756639002,0.8891045724999999,USD,-2.237537631410717,3.72902423865755,商業サービス,評価なし
5491,日本金属,995,JPY,2.1560574948665296,50800,1.0067380103051922,42219393.088775,USD,4.655513086670681,1.3637798631,USD,,0,非エネルギー鉱物,評価なし
9625,セレスポ,1110,JPY,-0.2695417789757413,2500,0.5952380952380952,40105339.226399995,USD,,-0.749621132,USD,-2016.2697864104512,2.69541778975741,商業サービス,評価なし
2004,昭和産業,3340,JPY,0.3003003003003003,99700,1.0886656475212928,699463880.6506749,USD,10.695187165775401,1.9927224900000002,USD,-17.30271643986194,3.3033033033033,素材産業,評価なし
6989,北陸電気工業,2912,JPY,-0.10291595197255575,21400,1.5134370579915135,142871905.36675,USD,11.072866457884322,1.6781085612000002,USD,-1.893268044540711,3.08747855917667,電子テクノロジー,評価なし
6540,船場,1803,JPY,0.8389261744966443,17300,1.1019108280254777,124361983.194225,USD,12.8463179944639,0.94877614,USD,5.291764223988858,4.19463087248322,産業サービス,評価なし
6898,トミタ電機,3600,JPY,0,500,0.13440860215053763,15371500.110225,USD,27.996522209796606,0.8346608134000001,USD,,0,電子テクノロジー,評価なし
4436,Ｇ−ミンカブ,470,JPY,4.444444444444445,92200,1.5181952906306604,44783395.160875,USD,,-2.280444088,USD,-304.34546012446424,0,テクノロジーサービス,評価なし
7093,Ｇ−アディッシュ,599,JPY,9.506398537477148,30700,3.0456349206349205,7587962.905425,USD,,-0.151547032,USD,73.16866202366661,0,テクノロジーサービス,評価なし
