シンボル,詳細,テクニカルの評価 1日,移動平均線の評価 1日,オシレーターの評価 1日,RSI (相対力指数) (14) 1日,MOM (モメンタム) (10) 1日,AO (オーサム・オシレーター) 1日,CCI (商品チャネル指数) (20) 1日,"STOCH (ストキャスティクス) (14,3,3) 1日, %K","STOCH (ストキャスティクス) (14,3,3) 1日, %D",ローソク足パターン 1日
USIO,"Usio, Inc.",売り,強い売り,中立,42.88338090994544,-0.030000000000000027,-0.02027486764705766,-87.24083500301461,30.55555555555561,32.40740740740747,"トンカチ, 上影線"
OKLO,Oklo Inc. Class A,売り,強い売り,売り,40.79469328935092,-15.799999999999997,-15.292095294117573,-91.19528111854646,27.50107224600227,20.0276998846673,
KRUS,"Kura Sushi USA, Inc. Class A",買い,強い買い,中立,59.21747319001604,5.759999999999991,9.877055294117653,60.73587707200163,73.68073878627965,80.29716809568902,
GCMG,"GCM Grosvenor, Inc. Class A",買い,買い,中立,53.442858834778875,-0.06999999999999851,-0.9356088235294298,12.38025453237587,23.742138364779915,10.688250428816511,
JILL,"J.Jill, Inc.",買い,強い買い,買い,57.33808762662391,0.7599999999999998,1.2005929411764669,57.685110009385575,70.55555555555551,70.80649490069777,
JMIA,Jumia Technologies AG Sponsored ADR,売り,強い売り,売り,37.111054780145366,-2.3599999999999994,-1.4623908823529455,-215.0470883647961,31.850084684886543,26.734631825493153,
XMTR,"Xometry, Inc. Class A",買い,強い買い,中立,58.67661727133758,3.3700000000000045,1.647392647058858,191.4144307966702,84.4832347202286,73.88631372153144,
OMER,Omeros Corporation,売り,売り,中立,44.02192333197973,-1.5,-1.6048129411764709,-114.95482024385399,32.081377151799686,25.11459412332034,
ENS,EnerSys,買い,買い,中立,52.825106505711716,-6.189999999999998,9.331578235294359,-2.4435562323342688,44.86769667909786,38.258598382143056,
BATRA,Atlanta Braves Holdings Inc Class A,強い買い,強い買い,買い,70.52577745903177,2.3599999999999994,0.9290438235294118,214.2078349694436,77.07248031589712,72.6397611970361,
FLL,"Full House Resorts, Inc.",売り,強い売り,中立,44.57966093268671,-0.08000000000000007,-0.18366000000002058,-31.748316871326413,32.35547886108713,21.06723787178538,"トンカチ, 上影線"
SHOO,"Steven Madden, Ltd.",売り,強い売り,中立,34.318714444008165,-7.065000000000005,-6.215738235294104,-127.66123308550527,19.232743135745437,13.040937333361834,
CCSI,"Consensus Cloud Solutions, Inc.",買い,強い買い,買い,61.98047752524454,2.5599999999999987,0.8787597058823238,162.34375451053734,83.39425110658728,81.35690338671411,
HBNC,"Horizon Bancorp, Inc.",買い,強い買い,売り,59.38362436669937,0.8399999999999999,0.8426102941176197,106.29563783062655,74.42244224422434,70.07700770077001,
GOCO,GoHealth Inc Class A,売り,強い売り,中立,38.335303081093805,-0.2200000000000002,-0.256307352941171,-108.59768389745823,17.241379310344826,17.418732427405146,
FIGR,"Figure Technology Solutions, Inc. Class A",売り,強い売り,中立,34.79656753761007,-23.910000000000004,-12.056284705882355,-122.28114909239608,3.0420645767375523,3.9129389324292476,
CENT,Central Garden & Pet Company,買い,強い買い,中立,76.70239933729985,5.655000000000001,3.377073235294155,169.3080865456067,90.22388745117318,90.6820746564576,
BKR,Baker Hughes Company Class A,買い,強い買い,中立,69.52240588544815,2.6499999999999986,6.858270882352791,96.13536602249428,92.99887342124055,89.85060616598066,
HCI,"HCI Group, Inc.",売り,強い売り,中立,44.81392379673977,10.629999999999995,-11.610570588235788,-17.80100770121685,49.23403481521958,40.008466839644704,
GEVO,"Gevo, Inc.",売り,強い売り,売り,43.075578948323766,-0.21999999999999997,-0.17206176470588241,-81.70060136783702,32.69230769230767,24.7150997150997,
SILA,"Sila Realty Trust, Inc.",買い,強い買い,中立,72.32654152835977,1.0999999999999979,1.064709117647073,233.21485390449703,93.45825571853824,91.07634687866802,
TLS,Telos Corporation,売り,強い売り,中立,40.67709610282618,-0.4900000000000002,-0.3523985294117624,-116.24012416192541,19.678841309823664,13.217137253442786,上影線
NIC,"Nicolet Bankshares, Inc.",買い,強い買い,売り,70.54959546391916,8.419999999999987,16.64558529411792,99.20022109786505,91.07449060265066,90.44783439582345,
OFIX,"Orthofix Medical, Inc.",売り,強い売り,買い,42.89154565569166,0.03999999999999915,-1.3589264705882336,-15.744168020509385,35.425876805187144,22.637232748990886,
HOWL,"Werewolf Therapeutics, Inc.",買い,買い,買い,54.76883967011917,0.046699999999999964,0.00609276176470519,94.37723130490464,44.35665667753838,36.421478558970364,
RIGL,"Rigel Pharmaceuticals, Inc.",売り,強い売り,売り,39.34438822768129,-2.6300000000000026,-4.5440547058823455,-89.20684145622161,23.818389214938787,17.64483645332597,
2413,エムスリー,売り,強い売り,中立,27.706803011497115,-200,-237.41323529412762,-132.5693536432003,32.82544622562429,29.102757934227444,
7780,メニコン,買い,強い買い,中立,69.11370357203437,129,67.35588235294131,187.8196187819613,89.81764243957771,88.08091270410891,
6750,エレコム,買い,買い,買い,52.38382236650946,33,-23.561764705882524,69.34723256392164,63.44095181304484,50.706754832786345,
7832,バンダイナムコホールディングス,中立,中立,買い,53.54586125053221,163,-33.99705882352009,81.01619207146871,63.45074365704287,54.92156443876322,
6845,アズビル,売り,強い売り,買い,30.84789986274599,-99,-56.80441176470595,-231.70180198984008,27.81850765721734,44.01270772238514,下影線
4553,東和薬品,強い買い,強い買い,買い,63.70946211049223,145,20.691176470590108,173.8675045823491,73.11827956989248,60.931899641577054,
4527,ロート製薬,中立,中立,中立,49.179554744623374,-61,-29.87647058823495,-23.566378633147302,36.72922252010724,37.11647304140603,上影線
6448,ブラザー工業,買い,買い,中立,50.89698927124059,31,41.176470588235134,-46.55084158863216,44.621431979444345,58.11850504023113,
9508,九州電力,買い,強い買い,買い,63.7166164306874,131.5,39.97794117647163,111.04279894088879,96.97574628370477,80.79828683427297,下影線
OKTA,"Okta, Inc. Class A",買い,買い,中立,51.06568844851252,-3.009999999999991,-3.9863735294119493,-12.039337717687054,61.366223908918435,45.918826736225675,同時線
RL,Ralph Lauren Corporation Class A,買い,強い買い,中立,50.119921595776596,-1.6100000000000136,-14.339152941176678,-18.84380502791451,50.94328602301267,42.305524908081786,
CRBG,"Corebridge Financial, Inc.",買い,強い買い,中立,55.69685850269423,1.2300000000000004,0.29180882352942916,135.8031142230107,84.47842333537817,70.37186939899101,
4901,富士フイルムホールディングス,売り,強い売り,中立,33.35136330954771,-74,-188.71617647058474,-70.78487288451703,33.82460485486657,31.420187251187127,"トンカチ, 上影線"
CTVA,Corteva Inc,強い買い,強い買い,中立,62.835100243222726,1.2199999999999989,3.3428970588235387,91.6033345116051,54.37088622514812,55.81768950218936,
MCO,Moody's Corporation,強い売り,強い売り,売り,15.699161700801994,-99.91000000000003,-62.78567323529347,-189.6362972695596,8.701144682261425,10.74413170660152,陽のコマ
CAVA,"CAVA Group, Inc.",買い,強い買い,中立,58.09166043172663,6.6000000000000085,2.4533705882352876,77.82632803205756,83.5711486588244,71.91892594262022,
7974,任天堂,売り,強い売り,買い,34.310716345899024,-1445,-1379.0970588235305,-114.60777932374275,15.16458243495759,9.655040308987756,
EPAM,"EPAM Systems, Inc.",売り,売り,中立,41.78077179487941,-26.465000000000003,-23.720481764706534,-77.66765768173438,33.07723827084616,25.332393441495224,陽のコマ
MASI,Masimo Corporation,売り,強い売り,中立,43.68640760391123,-3.819999999999993,0.06700000000026307,-91.08330043111516,15.349137542115928,18.27259478615645,
CZR,"Caesars Entertainment, Inc.",売り,強い売り,中立,39.75951243898035,-0.8299999999999983,-2.16545294117655,-72.76704222956562,13.285024154589356,12.789800800490683,同時線
KBR,"KBR, Inc.",買い,買い,中立,54.608239738512886,0.6499999999999986,0.40964705882359453,34.495451932394246,63.75630578191696,51.1270692139469,
MGY,Magnolia Oil & Gas Corp. Class A,買い,強い買い,中立,68.8069393254241,1.9499999999999993,3.067526470588188,107.81587098152232,88.47927849387167,91.30395941274196,
ZGN,Ermenegildo Zegna N.V.,強い買い,強い買い,買い,61.98150832345358,1.4900000000000002,0.08870294117648214,109.50532497262853,95.74153552694327,85.17081348416247,
AYI,Acuity Inc.,中立,買い,売り,53.18228545591011,18.69999999999999,-10.994235294117573,171.56328997051824,87.96138321319751,77.6179087938258,
WFRD,Weatherford International plc,買い,強い買い,中立,67.91210523540087,8.579999999999998,13.278350882352953,124.4989195637106,87.80071567505183,91.70469007407178,
AME,"AMETEK, Inc.",買い,強い買い,売り,74.37843663511896,12.550000000000011,14.579448529410882,127.036941739889,89.50611859813976,85.75629531466966,
LION,Lionsgate Studios Corp.,強い買い,強い買い,中立,57.874427946587765,-0.15000000000000036,-0.10317794117646706,21.092480549734073,35.80246913580246,23.060119434388444,
VEEV,Veeva Systems Inc Class A,売り,強い売り,買い,26.512087892365017,-30.879999999999995,-31.40689705882346,-100.91385479908197,14.555128982286012,11.03728058681297,
STE,STERIS plc,売り,強い売り,売り,37.71362411045136,-18.400000000000006,-8.944212058823865,-162.69601011599866,49.610086487329255,50.95871105428828,"トウバ, 上影線"
9142,九州旅客鉄道,買い,強い買い,買い,64.89331782867718,186,23.1941176470591,122.15037718643754,93.10252114744264,89.04866988155203,
8830,住友不動産,強い買い,強い買い,買い,87.01945511147488,878,500.99852941176505,251.5275553182656,94.77497988442691,96.31195294990664,
S,"SentinelOne, Inc. Class A",売り,強い売り,中立,45.72969964972024,-1.379999999999999,-1.2130426470588223,-39.73666929807499,29.721568014666236,23.012569017750995,
COIN,"Coinbase Global, Inc. Class A",売り,強い売り,売り,28.42417790625842,-48.32000000000002,-57.76399264705876,-101.0352041436778,22.7042713699333,16.110556667349794,上影線
PH,Parker-Hannifin Corporation,強い買い,強い買い,買い,71.13604929015959,65.60000000000002,46.76108117647095,167.17780995837683,89.97102567397206,85.84645559523464,
FRSH,"Freshworks, Inc. Class A",売り,強い売り,買い,25.438970487475174,-2.8599999999999994,-2.2906367647058854,-128.47277333478155,7.085325652558467,6.521281821018842,上影線
GMED,Globus Medical Inc Class A,中立,売り,中立,46.461471517480014,-3.239999999999995,-2.877811470588071,-74.61317477726304,22.041259500542864,18.42602646077128,
STNE,StoneCo Ltd. Class A,買い,強い買い,中立,65.33781541151254,1.2300000000000004,1.4574735294117644,141.39732867648038,90.03814016819844,80.59359756967719,
9983,ファーストリテイリング,強い買い,強い買い,買い,74.27600487882165,9340,4457.970588235286,198.38153586033724,92.4786549161142,90.31938267877128,
6503,三菱電機,買い,強い買い,中立,79.54755241095549,928,589.2441176470584,218.32895591728737,87.40789771638593,91.20947209206453,
INTR,"Inter & Co., Inc. Class A",買い,強い買い,中立,53.74566738412559,-0.6900000000000013,0.20314558823529794,28.66677333789246,35.07402327607807,35.02588722278741,
LBRT,"Liberty Energy, Inc. Class A",買い,強い買い,中立,59.37462338167549,2.0199999999999996,3.489205882352966,60.444897863867666,66.33254803212695,65.46488169183101,包み線 (弱気)
XHR,"Xenia Hotels & Resorts, Inc.",強い買い,強い買い,買い,68.03585532453194,1.1100000000000012,0.6217500000000058,181.967043500023,94.28832816288684,89.55739252694481,
TDG,TransDigm Group Incorporated,売り,強い売り,中立,40.677145037055226,-115.23000000000002,-83.48733970588228,-81.12086385834033,25.379046019197773,18.03220187884507,陰のコマ
BXMT,"Blackstone Mortgage Trust, Inc. Class A",買い,強い買い,中立,52.27156223660446,0.2699999999999996,0.2398735294117884,80.44115741155368,61.94322075379349,64.79849893946816,
OSPN,OneSpan Inc.,売り,売り,中立,45.01034114127604,-0.4499999999999993,-1.1111767647059008,-30.20361784581351,55.707762557077636,44.3335616129723,
MCW,"Mister Car Wash, Inc.",買い,強い買い,買い,62.954539793963306,0.75,0.21632941176470855,108.14496233624983,93.33964646464646,85.65700743886727,
CXT,"Crane NXT, Co.",買い,買い,中立,61.760946680931454,4.890000000000001,3.575945588235413,156.04489005022953,85.8555885262117,86.15054432540957,
ANDG,"Andersen Group, Inc. Class A",強い売り,強い売り,売り,38.866627523825976,-3.1799999999999997,-2.4441029411764745,-111.44940421571629,31.54269972451792,30.430006017544756,
SKY,"Champion Homes, Inc.",強い買い,強い買い,買い,56.51231054208556,3.950000000000003,-3.0515779411764754,11.328862375800792,53.784538506760754,45.074046245822444,
TRTX,"TPG RE Finance Trust, Inc.",売り,売り,中立,48.78641536836689,-0.10999999999999943,-0.03725735294117705,-80.4835338643204,35.022347682898186,30.656316160903362,"包み線 (強気), 陽の丸坊主"
GPI,"Group 1 Automotive, Inc.",強い売り,強い売り,売り,27.847595070620017,-62.349999999999966,-41.18428823529405,-113.99023846260555,5.971208330493815,7.617801121035391,
FTI,TechnipFMC plc,強い買い,強い買い,中立,82.22603140064552,4.560000000000002,6.2510826470588015,165.61546823902373,95.19112039950681,89.68520243991573,下影線
BSY,"Bentley Systems, Incorporated Class B",売り,強い売り,中立,41.0060689987683,-2.3799999999999955,-4.455808617647065,-48.16798162384325,36.08893956670468,26.92892436335994,
LKQ,LKQ Corporation,買い,強い買い,買い,63.38722460159474,1.3000000000000043,1.587264705882319,68.22710775276538,45.48540393754243,44.78388775741117,
ROAD,"Construction Partners, Inc. Class A",買い,強い買い,買い,66.25909679781205,16.64,10.417863529411761,177.6859945919378,73.8752394800034,72.89849739597145,
7701,島津製作所,売り,売り,売り,48.030604829769494,-78,-3.0205882352938715,-22.989898989897412,37.280701754385944,41.01216064443667,
4480,メドレー,売り,売り,中立,48.41620946878268,-36,-36.44705882352946,-60.311212342339594,23.57080035180299,23.981237173849312,
3046,ジンズホールディングス,買い,買い,買い,55.8419623978921,360,-84.11764705882342,243.8244696309279,77.90813282958838,61.19396389827886,
1951,エクシオグループ,強い買い,強い買い,買い,62.983085439700865,114.5,33.82794117647063,97.49852101047905,73.58948653919764,54.44967659005683,
UNH,UnitedHealth Group Incorporated,売り,強い売り,中立,31.573009812357313,-9.479999999999961,-44.83814882352971,-76.1400938163901,9.718279100240203,7.691286714661135,
CRWD,"CrowdStrike Holdings, Inc. Class A",強い売り,強い売り,売り,39.32337516814903,-63.27000000000004,-52.87624529411721,-92.11463434828023,27.6209915986274,18.962080640273545,
PNC,"PNC Financial Services Group, Inc.",買い,強い買い,売り,72.3337772976055,16.620000000000005,18.606394691176064,122.63869296850667,89.82602118003024,91.08366657879738,同時線
AR,Antero Resources Corporation,売り,強い売り,中立,48.59875173172744,-0.5800000000000054,0.4087764705882364,6.257798699903377,32.58060840833997,41.970311401472806,
CASY,"Casey's General Stores, Inc.",買い,強い買い,売り,68.89080010855923,36.680000000000064,48.91726764705868,116.55756784439826,87.87498021929014,89.32323717743678,
SRE,Sempra,強い買い,強い買い,買い,58.818196227545236,2.5900000000000034,-0.7483532352940614,49.51592114342873,68.01686754602737,50.18149127577555,
BK,Bank of New York Mellon Corp,買い,強い買い,中立,63.58664373310271,7.579999999999998,3.06043970588253,167.40585171640214,91.37851392970019,78.1580442286348,
PDD,PDD Holdings Inc. Sponsored ADR Class A,売り,売り,中立,44.425097038712344,-1.4799999999999898,-5.9216408823529605,-3.9020457534050093,58.93287923939271,41.33225784768436,
